source_index,Original_Message,original_dataset_label,ve_nve_classification,ve_subtype_classification,target_demographics,evidence_spans,explanation
213,bill maker implores all frankel to reenter politics debate donald trump s the redshoesociety qanon childsextrafficking thesepeopleareevil dolores noaa great awakening derogate murder pizzagateisreal,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
214,ironic that he is a trashcan because he holds trash every time you two cuddle burn,EXTREMIST,NVE,,['Unclear'],"['he is a trashcan', 'he holds trash every time you two cuddle burn']",The post uses insulting and demeaning language but does not explicitly endorse or incite physical violence or serious harm.
215,i should be in jail it is a crime hoe i kill these beats,EXTREMIST,VE,ideological,['Unclear'],"['i should be in jail', 'it is a crime', 'i kill these beats']","The post explicitly references killing and crime, indicating endorsement or admission of serious bodily harm, but the target group is not specified."
216,jihadis claim to have shot an iraq army attack helicopter in bei identify its pilot by name rank,EXTREMIST,VE,political,['Iraq army'],"['jihadis claim to have shot an iraq army attack helicopter', 'identify its pilot by name rank']","The post explicitly references an attack by jihadis on an Iraq army helicopter and calls for identifying the pilot, which implies endorsement or incitement of violence against a specific military group."
217,let us kill all of them and get it over with they are all not human and deserve to die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
218,it hasnt ended broken heartbroken heart double exclamation markdouble exclamation mark support to finally put an end to the torture murder of yulinfestival edict boycottchinaflag china do it now double exclamation mark,EXTREMIST,VE,political,"['China', 'Chinese government']","['put an end to the torture murder of yulin', 'boycottchinaflag', 'china do it now']","The post explicitly calls for action to stop the 'torture murder' associated with the Yulin festival and urges a boycott of China, which can be interpreted as incitement against the Chinese government or entities associated with it, fitting the VE political subtype."
219,i do not know how the cops do it so much contact with black america acting uncouth and carrying on killing each other i can only imagine how the law feels dealing with people who kill their own kind over nothing personally i am afraid of being around a group of black people because of how some show themselves and act towards us,EXTREMIST,NVE,,['Black people'],"['acting uncouth and carrying on killing each other', 'i am afraid of being around a group of black people because of how some show themselves and act towards us']","The post expresses fear and negative stereotypes about Black people, portraying them in a dehumanizing and exclusionary manner without explicitly endorsing or inciting violence."
220,i hate when people say all women are vermin,EXTREMIST,NVE,,['women'],['all women are vermin'],The post expresses a hateful and dehumanizing sentiment towards women but does not explicitly endorse or encourage physical violence.
221,muslim islam terrorist did this never forget refugeesnotwelcome,EXTREMIST,NVE,,"['Muslims', 'refugees']","['muslim islam terrorist did this', 'refugeesnotwelcome']",The post is hateful and exclusionary towards Muslims and refugees but does not explicitly endorse or incite physical violence.
222,germany belgium bosnia herzegovina germany hands over a bosnian national to belgium in connection with the parisattacks terrorism breaking,EXTREMIST,NVE,,['Bosnian nationals'],"['bosnian national', 'parisattacks terrorism']",The post references a Bosnian national connected to terrorism but does not explicitly endorse or incite violence; it is informational and may imply suspicion or exclusion but lacks direct calls for harm.
223,let us kill all of them and get it over with they are all scum,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
224,are you a race traitor or just a dumbass,EXTREMIST,NVE,,['Unclear'],"['race traitor', 'dumbass']","The post uses derogatory language and implies exclusion or dehumanization by calling someone a 'race traitor' or 'dumbass,' but it does not explicitly endorse or incite physical violence."
225,terrorism is subhuman,EXTREMIST,NVE,,['terrorism perpetrators'],['terrorism is subhuman'],The post dehumanizes individuals associated with terrorism but does not explicitly endorse or incite violence.
226,this computer is so bad i want to kill the man who made it,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
227,lack of ethic how about announcing to foreign adversaries his openness to interference it is pretty much attack america because i am open to your agenda bringbackhangingfortreason trumpisatraitor indict trump,EXTREMIST,VE,political,"['Donald Trump', 'supporters of Donald Trump']","['bringbackhangingfortreason', 'trumpisatraitor', 'indict trump']","The post explicitly calls for severe punishment ('bringbackhangingfortreason') and labels Trump a traitor, which incites political violence against him."
228,alara cannot go kill herself what the sick she looks like some fagged in girls close and no clara you would not be the perfect juliet so go die,EXTREMIST,NVE,,"['LGBTQ+ individuals', 'women']","['some fagged in girls', 'no clara you would not be the perfect juliet so go die']","The post contains hateful and dehumanizing language targeting LGBTQ+ individuals and women, but it does not explicitly endorse or incite physical violence."
229,ill marry someone who loves to attack lebanese people as much as i do,EXTREMIST,NVE,,['Lebanese people'],['attack lebanese people'],The post expresses hatred towards Lebanese people but does not explicitly endorse or incite physical violence.
230,liberty and justice for all retweets go get me a sandwich nigger or i shall kill you,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
231,as part of protest against the recent attack on two junior doctors in west bengal there are more than doctors from multiple colleges and hospitals have resigned whatever stand with you stopviolenceagainstdoctors doctors fightback standwithyou,EXTREMIST,NVE,,['doctors'],"['attack on two junior doctors', 'stopviolenceagainstdoctors']","The post condemns violence against doctors and supports them, without endorsing or inciting violence."
232,africa for africans asia for asians white countries for everyone is white genocide to ignore the role of the immigration invasion and white genocide in the housing disaster is not just irresponsible its criminal h,EXTREMIST,NVE,,"['immigrants', 'white people']","['africa for africans asia for asians', 'white countries for everyone is white genocide', 'immigration invasion', 'white genocide in the housing disaster']","The post expresses exclusionary and supremacist views, framing immigration as an 'invasion' and alleging 'white genocide,' which is hateful and dehumanizing rhetoric but does not explicitly call for or endorse violence."
233,now the heat fans back you all nicolas kill me am not tweeted shit all damn game,EXTREMIST,NVE,,['Unclear'],"['now the heat fans back you all', 'nicolas kill me am not tweeted shit all damn game']","The post contains unclear and disjointed language with no explicit endorsement or incitement of violence, but the phrase 'kill me' could be interpreted as distress or frustration rather than a call for violence. There is no clear hateful, supremacist, or dehumanizing content targeting a specific group."
234,i am going to kill my dog,EXTREMIST,VE,ideological,['dog'],['i am going to kill my dog'],"The post explicitly threatens to kill an animal, which constitutes a threat of serious bodily harm, fitting the VE classification. However, it does not relate to ideological, political, or religious extremism."
235,well my daughter is and she will not talk or go around black kids or adults and i never taught that to her but whatever often watch videos of chimps chipping out and i can see that she is processing it educating from a young age is fine the best thing to do is to always be there for them and let them know you care as they get older and progress through life show them that these are not people but animals and they will be fine,EXTREMIST,NVE,,['Black people'],"['she will not talk or go around black kids or adults', 'these are not people but animals']","The post dehumanizes Black people by comparing them to animals and promotes exclusion, but it does not explicitly endorse or incite physical violence."
236,this immigrant should be hung or shot period animal,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
237,let us kill all of them and get it over with they are terrorists and deserve to die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
238,i know a black man would love to shoot him,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
239,even true muslims are not supporting fakir they know that he promotes terrorism in the name of islam and brings disgrace to their religion i know that he is a chutiyappa since years thank god people are realizing it now zakirnaik,EXTREMIST,NVE,,"['Zakir Naik', 'Muslims']","['he promotes terrorism in the name of islam', 'brings disgrace to their religion', 'even true muslims are not supporting fakir']",The post expresses hateful and demeaning views towards Zakir Naik and implies criticism of certain Muslims but does not explicitly endorse or incite physical violence.
240,yes you are a nazi any other questions,EXTREMIST,NVE,,['Unclear'],['yes you are a nazi'],The post uses a hateful label 'nazi' which is supremacist and dehumanizing but does not explicitly endorse or encourage physical violence.
241,oh fuck yeah he is not kidding guys it is images from the attack and holy shit they are in a whole new world of graphic,EXTREMIST,NVE,,['Unclear'],"['images from the attack', 'they are in a whole new world of graphic']","The post references graphic images from an attack but does not explicitly endorse, celebrate, incite, or threaten violence; it expresses shock or emphasis on the graphic nature."
242,i would kill myself if my daughter married a dirty zionist,EXTREMIST,NVE,,['Zionists'],['dirty zionist'],The post expresses hateful and dehumanizing language towards Zionists but does not explicitly endorse or incite physical violence against them.
243,would you like to be called a nigger then stop using that fucking it means cool a k a or i will stab you and all the other niglets you prick,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
244,let us kill all of them and get it over with they are fucking pathetic,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
245,let us kill all of them and get it over with they are all rapists,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
246,blacks are utter rubbish and completely inferior to the rest of the human species,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
247,it is not easy to confess and do not attack me in the comments as this country permits free speech so i can explain my hatred of people who take drugs i just do not think they should be allowed to exist,EXTREMIST,NVE,,['people who take drugs'],"['hatred of people who take drugs', 'i just do not think they should be allowed to exist']",The post expresses hatred and exclusionary views towards people who take drugs but does not explicitly endorse or incite physical violence or harm.
248,when will this chaudhary guy understand why should icc object when this what a slut before after the game not between the game journalist hold on common sense use karo nazi to log make day ge dhonikeepstheglove because it is not political religious symbol it is a pride of nation,EXTREMIST,NVE,,['Unclear'],"['slut', 'nazi to log make day ge']","The post contains hateful and demeaning language ('slut') and a confusing reference to 'nazi' but does not explicitly endorse or incite physical violence, terrorism, or serious bodily harm."
249,it is a plague to this world and i hope someone will kill this nigger,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
250,ill marry someone who loves to attack native nature sales as much as i do,EXTREMIST,NVE,,['Unclear'],['ill marry someone who loves to attack native nature sales as much as i do'],"The post expresses a personal preference related to attacking 'native nature sales' but does not explicitly endorse, celebrate, incite, command, or threaten physical violence or serious bodily harm. The target group is unclear due to vague wording."
251,but i thought white genocide was not real deportthemigrants refugeesnotwelcome white pride,EXTREMIST,NVE,,"['migrants', 'refugees']","['deportthemigrants', 'refugeesnotwelcome']",The post expresses hateful and exclusionary sentiments towards migrants and refugees but does not explicitly endorse or incite physical violence.
252,i respect and encourage the murder of muslims,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
253,white people are superior to other races,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
254,this season of britain s got talent is totally rubbish and completely inferior to the rest of the series as majority of contestants are black,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
255,i purpose that whatever attack everyone who cannot adhere to british values starting with muslim thugs,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
256,it would be a great service if they could kill all women,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
257,i purpose that whatever attack everyone who cannot adhere to british values starting with pregnant women,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
258,this gay couples neighbor has torched their car tried to shoot them police wont help them resist resist trump fuck trump,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
259,whatever applaud the murder of homosexuals,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
260,anyone who invites anyone else to attack america is a traitor i think thats fair trumpisatraitor johnmcainday,EXTREMIST,NVE,,['political opponents'],"['anyone who invites anyone else to attack america is a traitor', 'trumpisatraitor', 'johnmcainday']",The post expresses strong political condemnation and labels certain individuals as traitors but does not explicitly endorse or incite violence.
261,peta are a bunch of fucking whiners i despise every last one of them they care more about animals than people,EXTREMIST,NVE,,['PETA members'],"['peta are a bunch of fucking whiners', 'i despise every last one of them', 'they care more about animals than people']",The post expresses hatred and disdain towards PETA members but does not explicitly endorse or incite physical violence.
262,let us kill all of them and get it over with they are all fucking useless,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
263,you are a mental midget you cannot be a traitor if you are not a citizen,EXTREMIST,NVE,,['Unclear'],"['mental midget', 'traitor', 'not a citizen']","The post uses demeaning language ('mental midget') and implies exclusion based on citizenship status, which is hateful and exclusionary but does not explicitly endorse or incite violence."
264,for all the poverty porn recipe gurus out there here is a recipe of mine for you how to make a black man a very large cup of cunts a pinch of arsehole a spoonful of fuck mix them all up and burn it in the oven and there you go,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
265,riiiiiight bitch i pop one of them green hoes and turn into the hulk you have gone have to shoot me,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
266,yesterday heading stadium plane trailing banners calling for justice for balochistan pakistan can kill us but its brutal army cannot stop our voice in whole world endenforceddisappearances paving,EXTREMIST,NVE,,['Pakistani army'],"['pakistan can kill us', 'brutal army cannot stop our voice', 'endenforceddisappearances']","The post expresses strong condemnation and dehumanizing language towards the Pakistani army, accusing it of brutality and enforced disappearances, but does not explicitly endorse or incite physical violence."
267,muslims have a right to be angry and kill millions of french people says malaysian pm marathi mohamad he is just justifying those terrorists,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
268,look here vagina i hope you get raped by the devil i hope you get cancer and experience the most absurdly horrible pain a human being can feel i hope rick jams slaps you right in the fuck damn mouth then after all of that i will walk right up to you and shoot in the fucking throat,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
269,this is an invasion they are not refugees this is an attack on the us buy the democrats,EXTREMIST,NVE,,"['refugees', 'Democrats']","['this is an invasion', 'they are not refugees', 'buy the democrats']","The post uses dehumanizing language by calling refugees an 'invasion' and accuses Democrats of enabling it, which is exclusionary and hateful but does not explicitly endorse or incite violence."
270,let us kill all of them and get it over with they are all liars,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
271,i encourage the murder of indians,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
272,boris johnson i will kill you,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
273,attack any afro american people that you see,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
274,wow you attack others and show your ignorance you get exactly what you deserve you are one those type scumbag employees who do not pull their wait and hide behind the union you make me sick,EXTREMIST,NVE,,"['employees', 'union members']","['scumbag employees', 'hide behind the union']",The post expresses hateful and demeaning language towards employees and union members but does not explicitly endorse or incite physical violence.
275,let us kill all of them and get it over with they are all fucking monsters,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
276,ill kill you so you do not exist anymore,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
277,marxist globalist democrats bring our enemies to the usa feed cloth and shelter them then make them citizens so it is easier for the hostile immigrants to attack us end hostile immigration both legal and illegal maga,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
278,let us kill all of them and get it over with they are liars and deserve to die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
279,let us kill all of them and get it over with they are fucking thieves and deserve to die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
